codigo_depto;nombre_depto;cod_mun;nombre_mun;grupo_cultivo;sub_grupo_cultivo;cultivo;sistema_productivo;anio;periodo;area_sembrada;area_cosechada;produccion;rendimiento;estado_fisico_produccion;nombre_cientifico;ciclo_cultivo
25;CUNDINAMARCA;25885;YACOPI;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;10;10;60;6;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25875;VILLETA;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;9;9;80;8.89;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25645;SAN ANTONIO DEL TEQUENDAMA;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;8;8;176;22;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25898;ZIPACON;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;7;7;126;18;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25649;SAN BERNARDO;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;6;6;96;16;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25807;TIBIRITA;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;6;6;60;10.03;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25658;SAN FRANCISCO;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;5;5;95;19;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25506;VENECIA;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;5;5;75;15;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25368;JERUSALEN;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;4;4;25;6.2;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25662;SAN JUAN DE RIOSECO;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;4;4;60;15;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25438;MEDINA;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;3;3;30;10;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25867;VIANI;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;3;3;45;15;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25402;LA VEGA;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;2;2;32;16;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25777;SUPATA;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;2;2;14;7;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25817;TOCANCIPA;HORTALIZAS;TOMATE;TOMATE;TOMATE;2018;2018A;2;2;25;12.35;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25649;SAN BERNARDO;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;780;670;13400;20;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25524;PANDI;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;690;630;7560;12;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25120;CABRERA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;555;495;4950;10;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25743;SILVANIA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;315;95;1140;12;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25279;FOMEQUE;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;237;162;3400;21;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25535;PASCA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;144;139;2085;15;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25506;VENECIA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;142;129;1935;15;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25053;ARBELAEZ;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;129;123;1230;10;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25312;GRANADA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;101;76;1292;17;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25372;JUNIN;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;59;59;531;9;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25281;FOSCA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;48;43;108;2.5;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25873;VILLAPINZON;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;43;5;40;8;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25181;CHOACHI;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;42;35;350;10;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25740;SIBATE;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;30;25;640;25.5;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25290;FUSAGASUGA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;26;16;160;10;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25845;UNE;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;22;19;342;18;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25269;FACATATIVA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;18;14;224;16;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25898;ZIPACON;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;15;13;63;5;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25799;TENJO;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;9;9;104;12;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25841;UBAQUE;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;9;7;59;9;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25377;LA CALERA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;7;5;30;5.5;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25175;CHIA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;6;4;31;8.5;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25436;MANTA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;5;5;35;7;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25178;CHIPAQUE;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;5;5;24;5;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25843;UBATE;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;5;3;36;12;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25299;GAMA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;4;4;32;9;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25758;SOPO;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;2;2;40;20;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25807;TIBIRITA;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;2;2;8;5;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25407;LENGUAZAQUE;FRUTALES;TOMATE DE ARBOL;TOMATE DE ARBOL;TOMATE DE ARBOL;2018;2018;1;1;6;6;FRUTO FRESCO;SOLAMUN BETACEUM;PERMANENTE
25;CUNDINAMARCA;25151;CAQUEZA;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;120;120;9600;80;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25279;FOMEQUE;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;108;108;10891;100.84;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25799;TENJO;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;65;65;5950;91.54;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25653;SAN CAYETANO;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;39;39;2502;64.16;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25288;FUQUENE;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;25;25;755;30.2;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25513;PACHO;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;19;19;1425;75;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25779;SUSA;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;19;19;966;50.83;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25181;CHOACHI;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;8;8;960;120;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25290;FUSAGASUGA;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;8;8;720;90;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25312;GRANADA;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;3;3;150;50;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25281;FOSCA;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;2;2;252;126;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25317;GUACHETA;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;2;2;187;93.56;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25649;SAN BERNARDO;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;1;1;40;40;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25772;SUESCA;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;1;1;80;80;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25823;TOPAIPI;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;1;1;79;79;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25839;UBALA;HORTALIZAS;TOMATE;TOMATE;TOMATE INVERNADERO;2018;2018A;1;1;45;45;HORTALIZA FRESCA;LYCOPERSICUM ESCULETUM;TRANSITORIO
25;CUNDINAMARCA;25841;UBAQUE;PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES;PLANTAS CONDIMENTARIAS;TOMILLO;TOMILLO;2018;2018A;76;76;456;6;HOJA FRESCA;THYMUS VULGARIS;TRANSITORIO
25;CUNDINAMARCA;25779;SUSA;CEREALES;TRIGO;TRIGO;TRIGO;2018;2018A;11;11;114;10.34;GRANO SECO;TRITICUM SPP.;TRANSITORIO
25;CUNDINAMARCA;25372;JUNIN;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;260;240;2395;10;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25649;SAN BERNARDO;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;100;73;876;12;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25535;PASCA;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;41;41;533;13;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25312;GRANADA;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;28;28;336;12;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25377;LA CALERA;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;19;14;112;8;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25297;GACHETA;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;13;10;100;10;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25779;SUSA;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;13;11;154;14;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25845;UNE;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;13;13;225;18;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25288;FUQUENE;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;10;10;94;9;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25154;CARMEN DE CARUPA;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;7;7;84;12;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25843;UBATE;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;6;6;55;10;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25299;GAMA;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;4;3;32;12;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25200;COGUA;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;4;4;96;24;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25317;GUACHETA;FRUTALES;FRUTALES EXOTICOS;UCHUVA;UCHUVA;2018;2018;3;3;57;19;FRUTO FRESCO;PHYSALIS PERUVIANA;PERMANENTE
25;CUNDINAMARCA;25885;YACOPI;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;430;430;3390;7.88;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25148;CAPARRAPI;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;250;250;3250;13;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25572;PUERTO SALGAR;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;250;250;3500;14;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25518;PAIME;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;240;240;3600;15;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25653;SAN CAYETANO;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;210;210;2415;11.5;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25258;EL PEÃ‘ON;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;180;180;1260;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25394;LA PALMA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;120;120;1800;15;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25438;MEDINA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;100;100;1000;10;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25839;UBALA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;100;100;1000;10;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25398;LA PEÃ‘A;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;90;90;1080;12;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25530;PARATEBUENO;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;80;80;4800;60;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25662;SAN JUAN DE RIOSECO;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;45;45;585;13;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25594;QUETAME;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;43;43;353;8.2;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25599;APULO;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;40;40;280;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25372;JUNIN;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;40;40;400;10;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25871;VILLAGOMEZ;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;40;40;400;10;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25513;PACHO;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;35;35;630;18;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25489;NIMAIMA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;30;30;300;10;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25875;VILLETA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;30;30;600;20;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25086;BELTRAN;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;20;20;180;9;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25592;QUEBRADANEGRA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;20;20;500;25;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25823;TOPAIPI;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;20;20;460;23;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25019;ALBAN;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;18;18;144;8;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25649;SAN BERNARDO;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;18;18;324;18;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25386;LA MESA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;15;15;150;10;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25815;TOCAIMA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;15;15;105;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25777;SUPATA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;13;13;88;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25402;LA VEGA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;12;12;156;13;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25851;UTICA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;11;11;77;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25299;GAMA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;10;10;70;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25320;GUADUAS;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;10;10;150;15;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25328;GUAYABAL DE SIQUIMA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;10;10;120;12;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25426;MACHETA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;10;10;90;9;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25436;MANTA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;10;10;70;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25862;VERGARA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;10;10;100;10;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25035;ANAPOIMA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;8;8;56;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25307;GIRARDOT;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;8;8;56;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25245;EL COLEGIO;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;7;7;84;12;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25658;SAN FRANCISCO;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;7;7;105;15;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25001;AGUA DE DIOS;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;6;6;66;11;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25040;ANOLAIMA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;5;5;35;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25095;BITUIMA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;5;5;35;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25168;CHAGUANI;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;5;5;40;8;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25293;GACHALA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;5;5;60;12;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25580;PULI;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;5;5;50;10;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25596;QUIPILE;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;5;5;35;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25718;SASAIMA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;5;5;75;15;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25807;TIBIRITA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;5;5;35;7;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25878;VIOTA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;5;5;75;15;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25368;JERUSALEN;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;3;3;25;8.4;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25491;NOCAIMA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;3;3;45;15;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
25;CUNDINAMARCA;25797;TENA;TUBERCULOS Y PLATANOS;YUCA;YUCA;YUCA;2018;2018;3;3;27;9;TUBERCULO FRESCO;MANIHOT ESCULENTA;ANUAL
